"ATP","Location","Tournament","Date","Series","Court","Surface","Round","Best.of","Winner","Loser","WRank","LRank","W1","L1","W2","L2","W3","L3","W4","L4","W5","L5","Wsets","Lsets","Comment"
6,"Melbourne","Australian Open","1/22/15","Grand Slam","Outdoor","Hard","2nd Round",5,"Becker B.","Hewitt L.","41","87","973","595",2,6,1,6,6,3,6,4,6,2,"3"
6,"Melbourne","Australian Open","1/22/15","Grand Slam","Outdoor","Hard","2nd Round",5,"Verdasco F.","Soeda G.","33","92","1135","571",6,3,6,2,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/15","Grand Slam","Outdoor","Hard","2nd Round",5,"Raonic M.","Young D.","8","56","4575","809",6,4,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Dimitrov G.","Baghdatis M.","11","78","3645","658",4,6,6,3,3,6,6,3,6,3,"3"
6,"Melbourne","Australian Open","1/23/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Berdych T.","Troicki V.","7","54","4660","826",6,4,6,3,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Seppi A.","Federer R.","46","2","915","9875",6,4,7,6,4,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Murray A.","Sousa J.","6","55","4675","822",6,1,6,1,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Tomic B.","Groth S.","66","82","737","625",6,4,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Anderson K.","Gasquet R.","15","28","2125","1350",6,4,7,6,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Kyrgios N.","Jaziri M.","53","75","830","676",6,3,7,6,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Nadal R.","Sela D.","3","106","6585","520",6,1,6,0,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Raonic M.","Becker B.","8","41","4575","973",6,4,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Lopez F.","Janowicz J.","14","44","2130","925",7,6,6,4,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Wawrinka S.","Nieminen J.","4","72","5370","693",6,4,6,2,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Garcia-Lopez G.","Pospisil V.","37","60","1020","785",6,2,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Nishikori K.","Johnson S.","5","38","5025","993",6,7,6,1,6,2,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Muller G.","Isner J.","42","21","964","1685",7,6,7,6,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Djokovic N.","Verdasco F.","1","33","11405","1135",7,6,6,3,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/24/15","Grand Slam","Outdoor","Hard","3rd Round",5,"Ferrer D.","Simon G.","10","20","4145","1730",6,2,7,5,5,7,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/25/15","Grand Slam","Outdoor","Hard","4th Round",5,"Berdych T.","Tomic B.","7","66","4660","737",6,2,7,6,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/25/15","Grand Slam","Outdoor","Hard","4th Round",5,"Nadal R.","Anderson K.","3","15","6585","2125",7,5,6,1,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/25/15","Grand Slam","Outdoor","Hard","4th Round",5,"Kyrgios N.","Seppi A.","53","46","830","915",5,7,4,6,6,3,7,6,8,6,"3"
6,"Melbourne","Australian Open","1/25/15","Grand Slam","Outdoor","Hard","4th Round",5,"Murray A.","Dimitrov G.","6","11","4675","3645",6,4,6,7,6,3,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/26/15","Grand Slam","Outdoor","Hard","4th Round",5,"Wawrinka S.","Garcia-Lopez G.","4","37","5370","1020",7,6,6,4,4,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/26/15","Grand Slam","Outdoor","Hard","4th Round",5,"Nishikori K.","Ferrer D.","5","10","5025","4145",6,3,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/26/15","Grand Slam","Outdoor","Hard","4th Round",5,"Raonic M.","Lopez F.","8","14","4575","2130",6,4,4,6,6,3,6,7,6,3,"3"
6,"Melbourne","Australian Open","1/26/15","Grand Slam","Outdoor","Hard","4th Round",5,"Djokovic N.","Muller G.","1","42","11405","964",6,4,7,5,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/27/15","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Berdych T.","Nadal R.","7","3","4660","6585",6,2,6,0,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/27/15","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Murray A.","Kyrgios N.","6","53","4675","830",6,3,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/28/15","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Wawrinka S.","Nishikori K.","4","5","5370","5025",6,3,6,4,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/28/15","Grand Slam","Outdoor","Hard","Quarterfinals",5,"Djokovic N.","Raonic M.","1","8","11405","4575",7,6,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/29/15","Grand Slam","Outdoor","Hard","Semifinals",5,"Murray A.","Berdych T.","6","7","4675","4660",6,7,6,0,6,3,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/30/15","Grand Slam","Outdoor","Hard","Semifinals",5,"Djokovic N.","Wawrinka S.","1","4","11405","5370",7,6,3,6,6,4,4,6,6,0,"3"
6,"Melbourne","Australian Open","2/1/15","Grand Slam","Outdoor","Hard","The Final",5,"Djokovic N.","Murray A.","1","6","11405","4675",7,6,6,7,6,3,6,0,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Basic M.","Haase R.","138","65","432","762",7,6,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Goffin D.","Stakhovsky S.","16","60","1835","780",3,6,6,3,6,4,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Dzumhur D.","Edmund K.","81","88","661","625",1,6,7,6,4,6,6,3,6,1,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Brands D.","Estrella Burgos V.","151","55","393","797",6,4,7,6,4,6,6,1,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Nishikori K.","Kohlschreiber P.","7","34","4235","1185",6,4,6,3,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Krajicek A.","Wu D.","103","243","571","218",6,4,6,1,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Thiem D.","Mayer L.","20","36","1645","1105",6,2,7,6,4,6,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Delbonis F.","Karlovic I.","53","24","815","1485",7,6,6,4,2,1,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Cilic M.","De Bakker T.","13","98","2405","607",6,7,7,5,6,2,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Donskoy E.","Cervantes I.","91","72","620","703",6,4,3,6,6,1,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Berdych T.","Bhambri Y.","6","96","4560","610",7,5,6,1,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Herbert P.H.","Andujar P.","167","62","313","770",5,7,6,4,7,6,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Almagro N.","Benneteau J.","73","696","694","38",6,3,6,7,6,3,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Garcia-Lopez G.","Mathieu P.H.","27","97","1430","609",6,4,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Simon G.","Pospisil V.","15","39","2145","1075",6,7,6,3,6,2,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Ramos-Vinolas A.","Coric B.","61","40","773","1066",6,2,6,2,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Olivo R.","Vesely J.","174","50","296","840",7,6,2,6,1,6,6,4,6,4,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Djokovic N.","Chung H.","1","52","16790","821",6,3,6,2,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Kudla D.","Krajinovic F.","69","102","727","574",6,2,6,1,NA,NA,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Dolgopolov O.","Berankis R.","35","85","1160","641",6,1,3,6,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Lajovic D.","Querrey S.","77","58","678","785",6,7,4,6,6,4,6,2,NA,NA,"2"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Cuevas P.","Nishioka Y.","41","117","1065","501",7,6,6,1,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Rubin N.","Paire B.","328","18","146","1703",7,6,7,6,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Halys Q.","Dodig I.","187","78","274","678",6,4,6,7,6,4,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Jasika O.","Marchenko I.","310","76","159","688",6,4,3,6,6,0,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Dimitrov G.","Lorenzi P.","28","57","1420","795",6,3,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Seppi A.","Gabashvili T.","29","44","1290","933",3,6,7,6,6,4,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Trungelliti M.","Kovalik J.","210","251","244","215",6,4,7,6,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Federer R.","Basilashvili N.","3","118","8165","493",6,2,6,1,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Kyrgios N.","Carreno-Busta P.","30","68","1260","734",6,2,7,5,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Bautista R.","Klizan M.","21","43","1640","955",6,2,6,3,4,6,2,6,6,2,"3"
6,"Melbourne","Australian Open","1/18/16","Grand Slam","Outdoor","Hard","1st Round",5,"Tsonga J.W.","Baghdatis M.","10","46","2725","894",6,4,4,6,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Kuznetsov An.","Harrison R.","74","134","693","448",7,5,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Groth S.","Mannarino A.","67","48","747","880",7,6,6,4,3,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Millman J.","Schwartzman D.","95","89","611","621",3,6,5,7,7,6,5,0,NA,NA,"1"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Raonic M.","Pouille L.","14","90","2270","621",6,1,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Robert S.","Fratangelo B.","225","132","233","458",6,2,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Chardy J.","Gulbis E.","31","79","1255","661",7,5,2,6,6,7,6,3,13,11,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Muller G.","Fognini F.","38","23","1105","1515",7,6,7,6,6,7,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Sousa J.","Kukushkin M.","33","94","1191","612",6,3,6,4,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Ram R.","Anderson K.","93","12","617","2475",7,6,6,7,6,3,3,0,NA,NA,"2"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Granollers M.","Ebden M.","80","106","661","557",6,2,4,6,6,1,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Murray A.","Zverev A.","2","83","8945","647",6,1,6,2,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Lopez F.","Evans D.","19","185","1690","274",6,1,6,0,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Pella G.","Darcis S.","75","110","693","538",2,6,3,6,6,3,7,5,6,1,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Robredo T.","Jaziri M.","42","104","1000","566",7,5,3,6,4,6,7,6,8,6,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Giraldo S.","Young D.","70","47","723","882",6,4,1,6,6,3,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Verdasco F.","Nadal R.","45","5","900","5230",7,6,4,6,3,6,7,6,6,2,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Isner J.","Janowicz J.","11","56","2495","795",6,3,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Sela D.","Becker B.","87","101","633","597",6,1,6,3,2,6,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Johnson S.","Bedene A.","32","49","1240","867",6,3,6,4,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Smyczek T.","Gimeno-Traver D.","108","100","543","598",6,1,3,6,6,3,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Bellucci T.","Thompson J.","37","143","1105","414",6,2,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Monfils G.","Sugita Y.","25","124","1485","481",6,1,6,3,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Mahut N.","Cecchinato M.","63","92","767","618",4,6,6,2,6,2,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Bolelli S.","Baker B.","64","N/A","765","N/A",7,6,7,6,6,7,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Tomic B.","Istomin D.","17","59","1720","781",6,7,6,4,6,4,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Ferrer D.","Gojowczyk P.","8","223","4145","234",6,4,6,4,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Stepanek R.","Ito T.","188","125","272","477",6,4,6,3,6,7,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Rosol L.","Daniel T.","51","99","827","603",7,6,7,5,5,7,6,7,6,1,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Sock J.","Fritz T.","22","155","1525","372",6,4,3,6,0,6,6,3,6,4,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Troicki V.","Munoz-De La Nava D.","26","71","1475","718",4,6,4,6,6,1,7,6,6,3,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Hewitt L.","Duckworth J.","308","129","160","460",7,6,6,2,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/19/16","Grand Slam","Outdoor","Hard","1st Round",5,"Wawrinka S.","Tursunov D.","4","N/A","6865","N/A",7,6,6,3,NA,NA,NA,NA,NA,NA,"2"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Nishikori K.","Krajicek A.","7","103","4235","571",6,3,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Goffin D.","Dzumhur D.","16","81","1835","661",6,4,0,6,6,4,6,2,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Delbonis F.","Olivo R.","53","174","815","296",7,6,3,6,6,7,7,5,6,2,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Thiem D.","Almagro N.","20","73","1645","694",6,3,6,1,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Simon G.","Donskoy E.","15","91","2145","620",6,3,5,7,7,6,4,6,7,5,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Federer R.","Dolgopolov O.","3","35","8165","1160",6,3,7,5,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Bautista R.","Lajovic D.","21","77","1640","678",4,6,6,2,4,6,6,2,6,1,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Berdych T.","Basic M.","6","138","4560","432",6,4,6,0,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Cilic M.","Ramos-Vinolas A.","13","61","2405","773",6,4,6,3,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Dimitrov G.","Trungelliti M.","28","210","1420","244",6,3,4,6,6,2,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Garcia-Lopez G.","Brands D.","27","151","1430","393",4,6,6,1,7,6,6,3,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Kyrgios N.","Cuevas P.","30","41","1260","1065",6,4,7,5,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Tsonga J.W.","Jasika O.","10","310","2725","159",7,5,6,1,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Herbert P.H.","Rubin N.","167","328","313","146",6,3,6,4,6,0,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Seppi A.","Kudla D.","29","69","1290","727",7,5,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/20/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Djokovic N.","Halys Q.","1","187","16790","274",6,1,6,2,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Isner J.","Granollers M.","11","80","2495","661",6,3,7,6,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Monfils G.","Mahut N.","25","63","1485","767",7,5,6,4,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Sousa J.","Giraldo S.","33","70","1191","723",6,3,7,5,3,6,6,1,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Robert S.","Ram R.","225","93","233","617",6,1,6,7,4,6,7,5,7,5,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Raonic M.","Robredo T.","14","42","2270","1000",7,6,7,6,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Lopez F.","Pella G.","19","75","1690","693",7,6,6,7,7,6,6,7,6,4,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Murray A.","Groth S.","2","67","8945","747",6,0,6,4,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Sela D.","Verdasco F.","87","45","633","900",4,6,6,3,6,3,7,6,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Troicki V.","Smyczek T.","26","108","1475","543",6,4,7,6,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Johnson S.","Bellucci T.","32","37","1240","1105",6,3,6,2,6,2,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Millman J.","Muller G.","95","38","611","1105",4,6,6,4,6,2,4,6,7,5,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Kuznetsov An.","Chardy J.","74","31","693","1255",6,4,7,6,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Rosol L.","Sock J.","51","22","827","1525",7,6,7,6,6,3,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Wawrinka S.","Stepanek R.","4","188","6865","272",6,2,6,3,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Ferrer D.","Hewitt L.","8","308","4145","160",6,2,6,4,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/21/16","Grand Slam","Outdoor","Hard","2nd Round",5,"Tomic B.","Bolelli S.","17","64","1720","765",6,4,6,2,6,7,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Goffin D.","Thiem D.","16","20","1835","1645",6,1,3,6,7,6,7,5,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Nishikori K.","Garcia-Lopez G.","7","27","4235","1430",7,5,2,6,6,3,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Tsonga J.W.","Herbert P.H.","10","167","2725","313",6,4,7,6,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Federer R.","Dimitrov G.","3","28","8165","1420",6,4,3,6,6,1,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Simon G.","Delbonis F.","15","53","2145","815",6,3,6,2,6,1,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Djokovic N.","Seppi A.","1","29","16790","1290",6,1,7,5,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Bautista R.","Cilic M.","21","13","1640","2405",6,4,7,6,7,5,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/22/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Berdych T.","Kyrgios N.","6","30","4560","1260",6,3,6,4,1,6,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Isner J.","Lopez F.","11","19","2495","1690",6,7,7,6,6,2,6,4,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Raonic M.","Troicki V.","14","26","2270","1475",6,2,6,3,6,4,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Wawrinka S.","Rosol L.","4","51","6865","827",6,2,6,3,7,6,NA,NA,NA,NA,"3"
6,"Melbourne","Australian Open","1/23/16","Grand Slam","Outdoor","Hard","3rd Round",5,"Ferrer D.","Johnson S.","8","32","4145","1240",6,1,6,4,6,4,NA,NA,NA,NA,"3"
